Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"μιασμός, -οῦ, ὁ",,miasmos,"defilement, corruption, act of pollution",3394,1
"μίγμα, -τος, τό",,migma,"mixture, compound",3395,1
μίγνυμι,,mignumi,"mix, mingle",3396,4
"μικρόν, -ου, τό",,mikron,"little, little while",3397,
"μικρός, -ά, -όν",,mikros,маленький,3398,45
"Μίλητος, -ου, ἡ",,Milētos,Miletus,3399,3
"μίλιον, -ου, τό",,milion,"mile, Roman mile",3400,1
μιμέομαι,,mimeomai,"imitate, emulate",3401,4
"μιμητής, -οῦ, ὁ",,mimētēs,imitator,3402,6
μιμνήσκω,"μιμνῄσκομαι, μιμνῄσκω, μιμνήσκω",mimnēskō,"помнить, вспоминать",3403,23
"Μίνως, -ος, ὁ",,Minōs,Minos,,
"Μινώταυρος, -ος, ὁ",,Minōtauros,Minotaur,,
μισέω,,miseō,ненавидеть,3404,41
"μισθαποδοσία, -ας, ἡ",,misthapodosia,"recompense, reward, due punishment",3405,3
"μισθαποδότης, -ου, ὁ",,misthapodotēs,rewarder,3406,1
"μίσθιος, -ου, ὁ",,misthios,"day laborer, hired servant, paid worker",3407,2
"μισθός, -οῦ, ὁ",,misthos,"плата, заработок, награда",3408,29
μισθόω,,misthoō,"hire, hire out, engage",3409,2
"μίσθωμα, -τος, τό",,misthōma,"what is rented, rented house",3410,1
"μισθωτός, -οῦ, ὁ",,misthōtos,hired servant,3411,4
"Μιτυλήνη, -ης, ἡ",,Mitulēnē,Mitylene,3412,1
"Μιχαήλ, ὁ",,Michaēl,Michael,3413,2
"μνᾶ, -ᾶς, ἡ",,mna,"mina (Gr. monetary unit), mina",3414,9
μνάομαι,,mnaomai,"remember, recollect",3415,
"Μνάσων, -ωνος, ὁ",,Mnasōn,Mnason,3416,1
"μνεία, -ας, ἡ",,mneia,"remembrance, mention, recollection",3417,7
"μνῆμα, -τος, τό",,mnēma,"grave, tomb, monument",3418,10
"μνημεῖον, -ου, τό",,mnēmeion,"могила, гробница, надгробие",3419,41
"μνήμη, -ης, ἡ",,mnēmē,"memory, remembrance, mention",3420,1
μνημονεύω,,mnēmoneuō,"помнить, напоминать",3421,21
"μνημόσυνον, -ου, τό",,mnēmosunon,"memory, memorial, reminder, remembrance offering",3422,3
μνηστεύομαι,,mnēsteuomai,"espouse, betroth",,
μνηστεύω,,mnēsteuō,ask in marriage,3423,3
"μογγιλάλος, -ου, ὁ",,moggilalos,"one speaking with difficulty, stammerer",3424,1
"μογιλάλος, -ον",,mogilalos,speaking with difficulty,,1
μόγις,,mogis,"hardly, scarcely, with difficulty",3425,1
"μόδιος, -ου, ὁ",,modios,"grain basket, measuring basket, 8.75 litre basket",3426,3
"μοιχαλίς, -ίδος, ἡ",,moichalis,adulteress,3428,7
μοιχάομαι,,moichaomai,"commit adultery with, commit adultery",3429,5
"μοιχεία, -ας, ἡ",,moicheia,adultery,3430,4
μοιχεύω,,moicheuō,совершить супружескую измену,3431,14
"μοιχός, -οῦ, ὁ",,moichos,adulterer,3432,4
μόλις,,molis,"with difficulty, hardly",3433,6
"Μολόχ, ὁ",,Moloch,Moloch,3434,1
μολύνω,,molunō,"stain, soil, defile, pollute",3435,3
"μολυσμός, -οῦ, ὁ",,molusmos,"defilement, staining, pollution",3436,1
"μομφή, -ῆς, ἡ",,momphē,"blame, (cause for) complaint, complaint, fault",3437,1
"μονή, -ῆς, ἡ",,monē,"dwelling-place, abode, room, lodging",3438,2
μονογενής,,monogenēs,"only begotten, only, only-begotten, unique",3439,9
μόνον,,monon,"alone, but, only",3440,65
"μόνος, -η, -ον",,monos,"один, единственный, только лишь",3441,45
"μονόφθαλμος, -ον",,monophthalmos,one-eyed,3442,2
μονόω,,monoō,"leave alone, forsake",3443,1
"μορφή, -ῆς, ἡ",,morphē,"form, shape, outward appearance",3444,3
μορφόω,,morphoō,"form, shape, fashion",3445,1
"μόρφωσις, -εως, ἡ",,morphōsis,"embodiment, form, outline",3446,2
μοσχοποιέω,,moschopoieō,"make a calf, make a model of a calf",3447,1
"μόσχος, -ου, ὁ",,moschos,calf,3448,6
"μουσικός, -οῦ, ὁ",,mousikos,"musician, skilled in music",3451,1
"μόχθος, -ου, ὁ",,mochthos,"toil, hardship, labor, wearisome labor",3449,3
"μυελός, -ου, ὁ",,muelos,marrow,3452,1
μυέομαι,,mueomai,"initiate (into the mysteries), learn the secret",,
μυέω,,mueō,"initiate, instruct",3453,1
"μῦθος, -ου, ὁ",,muthos,"fable, myth, idle tale",3454,5
μυκάομαι,,mukaomai,"roar, bellow",3455,1
μυκτηρίζω,,muktērizō,"turn up the nose at, mock, sneer at, disdain",3456,1
"μυλικός, -ή, -όν",,mulikos,belonging to a mill,3457,1
"μύλινος, -η, -ον",,mulinos,"belonging to a mill, millstone",,1
"μύλος, -ου, ὁ",,mulos,"mill, millstone",3458,4
"μυλών, -ῶνος, ὁ",,mulōn,mill-house,3459,1
"Μύρα, -ων, τό",,Mura,Myra,3460,1
"μυριάς, -άδος, ἡ",,murias,"ten thousand, myriad",3461,8
μυρίζω,,murizō,anoint,3462,1
"μύριοι, -αι, -α",,murioi,"ten thousand, innumerable",3463,3
"μύρον, -ου, τό",,muron,"благовонная мазь/масло, миро, благовоние",3464,14
"Μυρρίνη, ἡ",,Murrinē,"myrtle shrub, Myrrhine",4460,
"Μυσία, -ας, ἡ",,Musia,Mysia,3465,2
"μυστήριον, -ου, τό",,mustērion,тайна,3466,27
μυωπάζω,,muōpazō,"be short-sighted, blink, see dimly",3467,1
"μώλωψ, -ωπος, ὁ",,mōlōps,"bruise, wound, stripe",3468,1
μωμάομαι,,mōmaomai,"find fault with, criticize, blame, slander",3469,2
"μῶμος, -ου, ὁ",,mōmos,"defect, blemish, disgrace",3470,1
μωραίνω,,mōrainō,"make foolish, make tasteless, taint, make useless",3471,4
"μωρία, -ας, ἡ",,mōria,"foolishness, folly, absurdity",3472,5
"μωρολογία, -ας, ἡ",,mōrologia,"foolish or silly talk, foolish talking",3473,1
"μωρός, -ά, -όν",,mōros,глупый,3474,13
"Μωϋσῆς, -έως, ὁ",Μωσῆς,Mōusēs,Моисей,3475,80
"Ναασσών, ὁ",,Naassōn,Nahshon,3476,3
"Ναγγαί, ὁ",,Naggai,Naggai,3477,1
"Ναζαρέτ, ἡ","Ναζαρά, Ναζαρέθ",Nazaret,Назарет,3478,12
"Ναζαρηνός, -οῦ, ὁ",,Nazarēnos,"Nazarene, of Nazareth",3479,4
"Ναζωραῖος, -ου, ὁ",,Nazōraios,"назарянин, житель Назарета",3480,13
"Ναθάμ, ὁ",,Natham,Nathan,,1
"Ναθάν, ὁ",,Nathan,Nathan,3481,1
"Ναθαναήλ, ὁ",,Nathanaēl,Nathanael,3482,6
ναί,,nai,"да; конечно, поистине",3483,34
"Ναιμάν, ὁ",,Naiman,Naaman,,1
"Ναΐν, ἡ",Ναϊν,Nain,Nain,3484,1
"ναός, -οῦ, ὁ",,naos,храм,3485,46
"Ναούμ, ὁ",,Naoum,Nahum,3486,1
"νάρδος, -ου, ἡ",,nardos,"spikenard, oil of nard, perfume",3487,2
"Νάρκισσος, -ου, ὁ",,Narkissos,Narcissus,3488,1
ναυαγέω,,nauageō,"suffer shipwreck, am shipwrecked, ruined",3489,2
"ναύκληρος, -ου, ὁ",,nauklēros,"ship captain, master of a ship",3490,1
"ναῦλον, -ου, τό",,naulon,ship fare,,
"ναῦς, ἡ",,naus,"ship, vessel",3491,1
"ναύτης, -ου, ὁ",,nautēs,"sailor, seaman",3492,3
"ναυτικός, -ή, -όν",,nautikos,skilled in sailing,,
"Ναχώρ, ὁ",,Nachōr,Nahor,3493,1
"νεανίας, -ου, ὁ",,neanias,"young adult, young man, youth",3494,5
"νεανίσκος, -ου, ὁ",,neaniskos,"юноша, молодой человек",3495,11
"Νεάπολις, -εως, ἡ",,Neapolis,Neapolis,3496,1
"Νεεμάν, ὁ",,Neeman,Naaman,3497,1
"Νεῖλος, -ου, ὁ",,Neilos,Nile,,
"νεκρός, -ά, -όν",,nekros,мертвый,3498,132
νεκρόω,,nekroō,"put to death, render weak",3499,3
"νέκρωσις, -εως, ἡ",,nekrōsis,"death, putting to death, lifeless condition",3500,2
"νεομηνία, -ας, ἡ",,neomēnia,"new moon, first of the month",,1
"νέος, -α, -ον",,neos,"новый, молодой, свежий",3501,24
"νεοσσός, ὁ",,neossos,"young bird, young one",3502,1
"νεότης, -ητος, ἡ",,neotēs,"youth, youthfulness",3503,5
"νεόφυτος, -ον",,neophutos,"newly converted, newly-planted, recent convert",3504,1
"νεῦρον, τό",,neuron,"sinew, tendon, cord, bow, nerve",,
νεύω,,neuō,"nod, beckon (as a sign), make a sign",3506,2
"νεφέλη, -ης, ἡ",,nephelē,облако,3507,26
"Νεφθαλείμ, ὁ",Νεφθαλίμ,Nephthaleim,Naphtali,3508,3
"νέφος, -ους, τό",,nephos,"cloud, multitude, great company",3509,1
"νεφρός, -οῦ, ὁ",,nephros,"mind, kidney as a general emotional center",3510,1
"νεωκόρος, -ου, ὁ",,neōkoros,"temple keeper, guardian, temple warden",3511,1
"νεωτερικός, -ή, -όν",,neōterikos,"youthful, juvenile",3512,12
νή,,nē,"by (a particle of affirmation employed in oaths), swearing by",3513,1
νήθω,,nēthō,spin,3514,2
νηπιάζω,,nēpiazō,"be (as) a child, babe, am childish, infantile",3515,1
"νήπιος, -α, -ον",,nēpios,"младенец, ребенок",3516,14
"Νηρεύς, -έως, ὁ",,Nēreus,Nereus,3517,1
"Νηρί, ὁ",Νηρεί,Nēri,Neri,3518,1
"νησίον, -ου, τό",,nēsion,"small island, little island",3519,1
"νῆσος, -ου, ἡ",,nēsos,island,3520,9
"νηστεία, -ας, ἡ",,nēsteia,"fasting, fast, day of atonement",3521,8
νηστεύω,,nēsteuō,поститься,3522,20
"νῆστις, ὁ",,nēstis,"not eating, hungry, fasting, causing hunger, starving, without food",3523,2
"νηφαλέος, -α, -ον",,nēphaleos,"sober, temperate",3524,3
"νηφάλιος, -α, -ον",,nēphalios,"sober, temperate, self-controlled",,3
νήφω,,nēphō,"be sober, abstain from wine, am calm, vigilant, sober",3525,6
"Νίγερ, ὁ",,Niger,Niger,3526,1
"Νικάνωρ, -ορος, ὁ",,Nikanōr,Nicanor,3527,1
νικάω,,nikaō,побеждать,3528,28
"νίκη, -ης, ἡ",,nikē,victory,3529,1
"Νικόδημος, -ου, ὁ",,Nikodēmos,Nicodemus,3530,5
"Νικολαΐτης, -ου, ὁ",,Nikolaitēs,Nicolaitan,3531,2
"Νικόλαος, -ου, ὁ",,Nikolaos,Nicolaus,3532,1
"Νικόπολις, -εως, ἡ",,Nikopolis,Nicopolis,3533,1
"νῖκος, -ους, τό",,nikos,victory,3534,4
"Νινευΐ, ἡ",Νινευή,Nineui,Nineveh,3535,1
"Νινευίτης, -ου, ὁ",,Nineuitēs,Ninevite,3536,2
"νιπτήρ, -ῆρος, ὁ",,niptēr,"wash basin, basin",3537,1
νίπτω,,niptō,"мыть, умывать, омываться",3538,17
νοέω,,noeō,"понимать, обдумывать, созерцать",3539,14
"νόημα, -τος, τό",,noēma,"thought, mind, purpose, design",3540,6
"νόθος, -η, -ον",,nothos,"illegitimate child, illegitimate, bastard",3541,1
"νομή, -ῆς, ἡ",,nomē,"pasture, spreading, pasturage, growth",3542,2
νομίζω,,nomizō,"думать, считать, полагать",3543,15
"νομικός, -ή, -όν",,nomikos,"pertaining to the law, one skilled in the Mosaic law, lawyer, about law, one learned in the Law",3544,9
νομίμως,,nomimōs,"rightly, lawfully",3545,2
"νόμισμα, -τος, τό",,nomisma,"coin, money",3546,1
"νομοδιδάσκαλος, -ου, ὁ",,nomodidaskalos,"teacher of the law, teacher and interpreter of the Mosaic Law",3547,3
"νομοθεσία, -ας, ἡ",,nomothesia,"legislation, law, lawgiving",3548,1
νομοθετέομαι,,nomotheteomai,"legislate, make law",,
νομοθετέω,,nomotheteō,"ordain, enact",3549,2
"νομοθέτης, -ου, ὁ",,nomothetēs,"lawgiver, legislator",3550,1
"νόμος, -ου, ὁ",,nomos,закон,3551,193
νοσέω,,noseō,"be sick, have an unhealthy desire, am diseased",3552,1
"νόσημα, -ατος, τό",,nosēma,"trouble, disease",3553,1
"νόσος, -ου, ἡ",,nosos,болезнь,3554,11
"νοσσία, -ᾶς, ἡ",,nossia,"brood, brood of young birds",3555,1
"νοσσίον, -ου, τό",,nossion,"young bird, nestling, young of birds",3556,1
"νοσσός, -οῦ, ὁ",,nossos,young bird,,1
νοσφίζομαι,,nosphizomai,keep back,,
νοσφίζω,,nosphizō,"rob, set apart, separate, put aside for oneself",3557,3
"νότος, -ου, ὁ",,notos,"south wind, south, South",3558,7
"νουθεσία, -ας, ἡ",,nouthesia,"admonition, instruction, warning",3559,3
νουθετέω,,noutheteō,"admonish, exhort, warn, counsel",3560,8
"νουμηνία, -ας, ἡ",,noumēnia,new moon as a festival,3561,1
νουνεχῶς,,nounechōs,"wisely, thoughtfully, discreetly",3562,1
"νοῦς, ὁ",,nous,"ум, разум, мышление",3563,24
"Νύμφα, -ας, ἡ",,Numpha,Nympha,,
"Νυμφᾶς, -α, ὁ",,Numphas,Nymphas,3564,1
"νύμφη, -ης, ἡ",,numphē,"bride, young woman, daughter-in-law",3565,8
"νυμφίος, -ου, ὁ",,numphios,жених,3566,16
"νυμφών, -ῶνος, ὁ",,numphōn,"bridal chamber, wedding hall",3567,4
νῦν,,nun,"теперь, ныне",3568,144
νυνί,,nuni,"ныне, теперь",3570,20
"νύξ, -νυκτός, ἡ",,nux,ночь,3571,65
νύσσω,,nussō,"prick, pierce, stab",3572,1
νυστάζω,,nustazō,"become drowsy, doze, nod in sleep, am drowsy, slumber",3573,2
"νυχθήμερον, -ου, τό",,nuchthēmeron,"day and a night, twenty-four hours",3574,1
"Νῶε, ὁ",,Nōe,Noah,3575,8
"Νωεμείν, ἡ",,Nōemein,Naomi,,
"νωθρός, -ά, -όν",,nōthros,"lazy, sluggish, dull",3576,2
"νῶτος, -ου, ὁ",,nōtos,"back, back of men or animals",3577,1
"Ξανθίας, ὁ",,Xanthias,Xanthias,,
"ξενία, -ας, ἡ",,xenia,"hospitality, lodging place, lodging",3578,2
ξενίζω,,xenizō,"принимать гостей, гостить; поражаться",3579,10
ξενοδοχέω,,xenodocheō,"show hospitality, entertain starngers, entertain strangers",3580,1
"ξένος, -η, -ον",,xenos,"чужой, чужестранец, гость, странный",3581,14
"ξέστης, -ου, ὁ",,xestēs,"pitcher, jug, Roman measure",3582,2
ξηραίνω,,xērainō,"засыхать, увядать",3583,15
"ξηρός, -ά, -όν",,xēros,"dry, withered, dry land",3584,7
"ξίφος, -ους, τό",,xiphos,short straight double-edged sword,,
"ξύλινος, -η, -ον",,xulinos,wooden,3585,2
"ξύλον, -ου, τό",,xulon,"дерево, древесина, палка",3586,20
ξυράομαι,,xuraomai,shave,,
ξυράω,,xuraō,shave,3587,3
ὁ,,o,"артикль: этот, тот; он, она, оно",3588,20339
ὀγδοήκοντα,,ogdoēkonta,"eighty, 80",3589,2
"ὄγδοος, -η, -ον",,ogdoos,eighth,3590,5
"ὄγκος, -ου, ὁ",,ogkos,"bulk, encumbrance, impediment, weight, burden",3591,1
ὅδε,,ode,"этот, эта, это",3592,12
ὁδεύω,,odeuō,"go, travel, journey",3593,1
ὁδηγέω,,odēgeō,"lead, guide, teach",3594,5
"ὁδηγός, -οῦ, ὁ",,odēgos,"leader, guide",3595,5
ὁδοιπορέω,,odoiporeō,"travel, be on the way, pursue a way",3596,1
"ὁδοιπορία, -ας, ἡ",,odoiporia,"walking, journey, travel",3597,2
"ὁδός, -ου, ἡ",,odos,"дорога, путь",3598,102
"ὀδούς, ὁ",,odous,зуб,3599,12
ὀδυνάομαι,,odunaomai,"suffer pain, be in agony",,
ὀδυνάω,,odunaō,"torment, pain",3600,4
"ὀδύνη, -ης, ἡ",,odunē,"pain, grief, sorrow, distress",3601,2
"ὀδυρμός, -οῦ, ὁ",,odurmos,"lamentation, mourning, wailing",3602,2
"Ὀδυσσεύς, -έως, ὁ",,Odusseus,Oduseus,,
"Ὀζίας, -ου, ὁ",,Ozias,Uzziah,3604,2
ὄζω,,ozō,"(emit a) smell, give off an odor, stink, am offensive",3605,1
ὅθεν,,othen,откуда,3606,15
"ὀθόνη, -ης, ἡ",,othonē,"linen cloth, sheet",3607,2
"ὀθόνιον, -ου, τό",,othonion,"piece of fine linen, linen bandage",3608,5
οἶδα,,oida,"знать, понимать",1492,320
οἴκαδε,,oikade,"homeward, to home",,
οἰκειακός,,oikeiakos,one of a family,3615,2
"οἰκεῖος, -ου, ὁ",,oikeios,"household, members of the household, of one's family, domestic",3609,3
"οἰκετεία, -ας, ἡ",,oiketeia,household (of slaves),,1
"οἰκέτης, -ου, ὁ",,oiketēs,"house servant, household servant",3610,4
οἰκέω,,oikeō,"inhabit, dwell, live",3611,9
"οἴκημα, -τος, τό",,oikēma,"room, dwelling, prison cell, prison",3612,1
"οἰκητήριον, -ου, τό",,oikētērion,"dwelling, habitation, abode, dwelling-place",3613,2
"οἰκία, -ας, ἡ",,oikia,"дом, семейство, домочадцы",3614,94
"οἰκιακός, -οῦ, ὁ",,oikiakos,member of a household,,2
οἰκοδεσποτέω,,oikodespoteō,"rule a household, keep house, manage a household",3616,1
"οἰκοδεσπότης, -ου, ὁ",,oikodespotēs,"хозяин дома, домовладелец",3617,12
οἰκοδομέω,,oikodomeō,"строить, создавать, назидать",3618,39
"οἰκοδομή, -ῆς, ἡ",,oikodomē,"здание, строение, созидание, назидание",3619,18
"οἰκοδόμος, -ου, ὁ",,oikodomos,"builder, architect",,1
οἰκονομέω,,oikonomeō,"manage, administer, be a steward, am a steward",3621,1
"οἰκονομία, -ας, ἡ",,oikonomia,"stewardship, administration",3622,9
"οἰκονόμος, -ου, ὁ",,oikonomos,"управляющий, управитель",3623,10
"οἶκος, -ου, ὁ",,oikos,дом,3624,114
"οἰκουμένη, -ης, ἡ",,oikoumenē,"населенный мир, вселенная, Римская империя",3625,16
οἰκουργός,,oikourgos,"busy at home, working at home",,1
