Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"λόγιον, -οῦ, τό",,logion,"saying, oracle, divine communication",3051,4
"λόγιος, -α, -ον",,logios,"eloquent, learned, cultured",3052,1
"λογισμός, -οῦ, ὁ",,logismos,"reasoning, reflection, thought, thinking",3053,2
λογομαχέω,,logomacheō,"dispute about words, contend about words",3054,1
"λογομαχία, -ας, ἡ",,logomachia,"dispute about words, contention about words",3055,1
"λόγος, -ου, ὁ",,logos,"word, message, speech, statement",3056,331
"λόγχη, -ης, ἡ",,logchē,"spear, lance",3057,1
λοιδορέω,,loidoreō,"abuse, revile",3058,4
"λοιδορία, -ας, ἡ",,loidoria,"abuse, reproach, insult, reviling",3059,3
"λοίδορος, -ου, ὁ",,loidoros,"reviler, abusive person, railer, abuser",3060,2
"λοιμός, -οῦ, ὁ",,loimos,"pestilence, plague",3061,3
λοιπόν,,loipon,"finally, from now on, henceforth, beyond that",3063,
"λοιπός, -ή, -όν",,loipos,"remaining, remainder, rest, left over",3062,57
λοιποῦ,,loipou,"from now on, henceforth, finally",3064,
"Λουκᾶς, -ᾶ, ὁ",,Loukas,"Luke, Lucas",3065,3
"Λούκιος, -ου, ὁ",,Loukios,Lucius,3066,2
"λουτρόν, -οῦ, τό",,loutron,"bath, washing, baptism",3067,2
λούω,,louō,"bathe, wash",3068,6
"Λύδδα, -ας, ἡ",,Ludda,"Lydda, Diospolis, Lod",3069,3
"Λυδία, -ας, ἡ",,Ludia,Lydia,3070,2
"Λυκαονία, -ας, ἡ",,Lukaonia,Lycaonia,3071,1
Λυκαονιστί,,Lukaonisti,"in (the) Lycaonian (language), in the Lycaonian language",3072,1
"Λυκία, -ας, ἡ",,Lukia,Lycia,3073,1
"λύκος, -ου, ὁ",,lukos,"wolf, jackal",3074,6
λυμαίνομαι,,lumainomai,"ravage, destroy, harry, devastate",3075,1
λυπέω,,lupeō,"grieve, pain, vex",3076,26
"λύπη, -ης, ἡ",,lupē,"pain, grief, sorrow",3077,16
"Λυσανίας, -ου, ὁ",,Lusanias,Lysanias,3078,1
"Λυσίας, -ου, ὁ",,Lusias,"Lysias, Claudius Lysias",3079,2
"λύσις, -εως, ἡ",,lusis,"release, separation, loosing, dissolution",3080,1
λυσιτελέω,,lusiteleō,"be better, more advantageous, it profits",3081,1
"Λύστρα, ἡ",,Lustra,"Lystra, city of Lycaonia",3082,6
"λύτρον, -ου, τό",,lutron,"price of release, ransom",3083,2
λυτρόομαι,,lutroomai,redeem,,
λυτρόω,,lutroō,"ransom, liberate, deliver",3084,3
"λύτρωσις, -εως, ἡ",,lutrōsis,"ransoming, redemption, liberation, deliverance, release",3085,3
"λυτρωτής, -οῦ, ὁ",,lutrōtēs,"redeemer, deliverer, liberator",3086,1
"λυχνία, -ας, ἡ",,luchnia,lampstand,3087,12
"λύχνος, -ου, ὁ",,luchnos,"lamp, lantern, torch",3088,14
λύω,,luō,"untie, loose, release",3089,42
"Λωΐς, -ϊδος, ἡ",Λωϊς,Lōis,Lois,3090,1
"Λώτ, ὁ",,Lōt,Lot,3091,4
"Μαάθ, ὁ",Μάαθ,Maath,Maath,3092,1
"Μαγαδάν, ἡ",,Magadan,Magadan,,1
"Μαγδαλά, ἡ",,Magdala,Magdala,3093,1
"Μαγδαληνή, -ῆς, ἡ",,Magdalēnē,"woman of Magdala, Magdalene",3094,12
"μαγεία, -ας, ἡ",,mageia,magic,3095,1
μαγεύω,,mageuō,"practice magic, practice sorcery or magic",3096,1
"μάγος, -ου, ὁ",,magos,"magician, sorcerer, wizard",3097,6
"Μαγώγ, ὁ",,Magōg,Magog,3098,1
"Μαδιάμ, ὁ",,Madiam,Midian,3099,1
"μάθημα, -τος, τό",,mathēma,lesson,,
μαθητεύω,,mathēteuō,"be a disciple, make a disciple",3100,4
"μαθητής, -οῦ, ὁ",,mathētēs,"disciple, student, learner",3101,261
"μαθήτρια, -ας, ἡ",,mathētria,"female disciple, female student",3102,1
"Μαθθαῖος, -ου, ὁ",,Maththaios,Matthew,,5
"Μαθθάτ, ",,Maththat,Matthat,,1
"Μαθθίας, -ου, ὁ",,Maththias,Matthias,,2
"Μαθουσάλα, ὁ",,Mathousala,Methuselah,3103,1
"Μαθουσαλά, ὁ",,Mathousala,Methuselah,,1
"Μαϊνάν, ὁ",,Mainan,"Menna, Mainan",3104,1
μαίνομαι,,mainomai,"rage, be furious, be insane, am raving mad",3105,5
μακαρίζω,,makarizō,"consider blessed, happy, deem happy",3106,2
"μακάριος, -α, -ον",,makarios,"blessed, happy",3107,50
"μακαρισμός, -οῦ, ὁ",,makarismos,"blessing, regarding as happy, blessed, or enviable",3108,3
"Μακεδονία, -ας, ἡ",,Makedonia,Macedonia,3109,22
"Μακεδών, -όνος, ὁ",,Makedōn,Macedonian,3110,5
"μάκελλον, -ου, τό",,makellon,"meat market, food market",3111,1
μακράν,,makran,far away,3112,9
μακρόθεν,,makrothen,"from afar, afar, from a distance",3113,14
μακροθυμέω,,makrothumeō,"be patient, suffer long, have patience, am forbearing",3114,10
"μακροθυμία, -ας, ἡ",,makrothumia,"long-suffering, patience, forbearance",3115,14
"μακρόθυμος, -ον",,makrothumos,"patient, long-suffering",,
μακροθύμως,,makrothumōs,patiently,3116,1
"μακρός, -ά, -όν",,makros,"long, far distant, distant",3117,6
"μακρότης, -ητος, ἡ",,makrotēs,length,,
"μακροχρόνιος, -ον",,makrochronios,long-lived,3118,1
μάλα,,mala,"very, very much, exceedingly",,
"μαλακία, -ας, ἡ",,malakia,"sickness, weakness, illness",3119,3
"μαλακός, -ή, -όν",,malakos,"soft, effeminate",3120,4
"Μαλελεήλ, ὁ",,Maleleēl,"Maleleel, Mahalaleel",3121,1
μάλιστα,,malista,"especially, most of all",3122,12
μᾶλλον,,mallon,"more, rather",3123,82
"Μάλχος, -ου, ὁ",,Malchos,Malchus,3124,1
"μάμμη, -ης, ἡ",,mammē,grandmother,3125,1
"μαμωνᾶς, -ᾶ, ὁ",,mamōnas,"riches, mammon, money, possessions",3126,4
"Μαναήν, ὁ",,Manaēn,Manaen,3127,1
"Μανασσῆ, ὁ",Μανασσῆς,Manassē,Manasseh,3128,3
"Μανασσῆς, ὁ",Μανασσῆ,Manassēs,Manasseh,3128,
μανθάνω,,manthanō,"learn, ascertain",3129,25
"μανία, -ας, ἡ",,mania,"madness, frenzy, raving madness",3130,1
"μάννα, τό",,manna,manna,3131,5
μαντεύομαι,,manteuomai,"prophesy, tell fortunes, predict, practice soothsaying",3132,1
"μάντις, -εως, ὁ",,mantis,"seer, prophet, diviner, grasshopper",,
μαραίνομαι,,marainomai,"die out, fade away",,
μαραίνω,,marainō,"die, wither",3133,1
μαράν,,maran,Our Lord,,
"μαράνα, ",,marana,"Maranatha, Lord, come!",,
"μαργαρίτης, -ου, ὁ",,margaritēs,pearl,3135,9
"Μάρθα, -ας, ἡ",,Martha,Martha,3136,13
"Μαρία, -ας, ἡ",,Maria,"Mary, Miriam, Maria",3137,54
"Μᾶρκος, -ου, ὁ",Μάρκος,Markos,Mark,3138,8
"μάρμαρος, -ου, ὁ",,marmaros,marble,3139,1
μαρτυρέω,,martureō,"bear witness, testify, witness",3140,77
"μαρτυρία, -ας, ἡ",,marturia,"testimony, witness, evidence",3141,37
"μαρτύριον, -ου, τό",,marturion,"testimony, witness, proof, evidence",3142,20
μαρτύρομαι,,marturomai,"affirm, testify, call to witness, solemnly charge",3143,5
"μάρτυς, -υρος, ὁ",,martus,witness,3144,34
μασάομαι,,masaomai,"bite, gnaw, chew",,
μασσάομαι,,massaomai,"bite, gnaw",3145,1
μαστιγόω,,mastigoō,"whip, lash, flog",3146,7
μαστίζω,,mastizō,"whip, scourge, flog",3147,1
"μάστιξ, -ιγος, ἡ",,mastix,"whip, scourge, affliction, lash, sufferings",3148,6
"μαστός, -οῦ, ὁ",,mastos,"breast, nipple, pap",3149,3
"ματαιολογία, -ας, ἡ",,mataiologia,"empty, idle, fruitless talk, foolish talking",3150,1
"ματαιολόγος, -ου, ὁ",,mataiologos,"talking idly, and empty talker, vain, empty talker",3151,1
ματαιόομαι,,mataioomai,render futile or worthless,,
"μάταιος, -α, -ον",,mataios,"vain, useless, worthless, unproductive, godless",3152,6
"ματαιότης, -ητος, ἡ",,mataiotēs,"vanity, emptiness, futility, purposelessness",3153,3
ματαιόω,,mataioō,become vain,3154,1
μάτην,,matēn,"in vain, no end",3155,2
"Ματθαῖος, -ου, ὁ",,Matthaios,Matthew,3156,5
"Ματθάν, ὁ",Μαθθάν,Matthan,Matthan,3157,2
"Ματθάτ, ὁ",,Matthat,Matthat,3158,2
"Ματθίας, -α, ὁ",,Matthias,Matthias,3159,2
"Ματταθά, ὁ",,Mattatha,Mattatha,3160,1
"Ματταθίας, -ου, ὁ",,Mattathias,Mattathias,3161,2
"μάχαιρα, -ης, ἡ",,machaira,sword,3162,29
"μάχη, -ης, ἡ",,machē,"fight, conflict, strife, contention, quarrel",3163,4
μάχομαι,,machomai,"fight, quarrel, engage in battle, strive",3164,4
μεγαλαυχέω,,megalaucheō,"boast, am arrogant, vaunt",3166,1
μεγαλεῖος,,megaleios,"greatness, magnificense, grand, magnificent",3167,1
"μεγαλειότης, -ητος, ἡ",,megaleiotēs,"splendor, magnificence, greatness, majesty",3168,3
μεγαλοπρεπής,,megaloprepēs,"magnificent, majestic, superb, transcendent",3169,1
μεγαλύνω,,megalunō,"make or declare great, enlarge, exalt, magnify, extol",3170,8
μεγάλως,,megalōs,greatly,3171,1
"μεγαλωσύνη, -ης, ἡ",,megalōsunē,"greatness, majesty",3172,3
μέγας,,megas,"large, great",3173,240
"μέγεθος, -ους, τό",,megethos,"size, greatness, vastness",3174,1
"μεγιστάν, -ᾶνος, ὁ",,megistan,"great man, magnate, great one, lord",3175,3
μεθερμηνεύω,,methermēneuō,"translate, interpret",3177,7
"μέθη, -ης, ἡ",,methē,drunkenness,3178,3
μεθίστημι,,methistēmi,"remove, turn away, move out of its place, transfer",3179,5
"μεθοδεία, -ας, ἡ",,methodeia,"scheming, craftiness",3180,2
"μεθόριον, -ου, τό",,methorion,"confine, border",3181,1
μεθύσκομαι,,methuskomai,make drunk,,
μεθύσκω,,methuskō,make drunk,3182,4
"μέθυσος, -ου, ὁ",,methusos,drunkard,3183,2
μεθύω,,methuō,"be drunken, am drunk",3184,6
μεῖζον,,meizon,"greater, greatest",3185,
"μειζότερος, -α, -ον",,meizoteros,greater,3186,
μείζων,,meizōn,"greater, larger, greatest",3187,
μέλαν,,melan,ink,3188,
"μέλας, -αινα, -αν",,melas,"black, ink",3189,6
"Μελεά, ὁ",,Melea,Melea,,1
"Μελεᾶς, ὁ",,Meleas,Melea,3190,1
μέλει,,melei,"it is a care, it concerns",3199,9
μελετάω,,meletaō,"take care, take pains with, devise, plan",3191,3
"μέλι, -ιτος, τό",,meli,honey,3192,4
"μελίσσιος, -α, -ον",,melissios,coming from bees,3193,1
"Μελίτη, -ης, ἡ",,Melitē,"Malta, Melita",3194,1
"Μέλιττα, ἡ",Μέλισσα,Melitta,Melissa,,
μέλλω,,mellō,"am about to, will",3195,110
"μέλος, -ους, τό",,melos,"member, limb",3196,34
"Μελχί, ὁ",,Melchi,Melchi,3197,2
"Μελχισέδεκ, ὁ",,Melchisedek,Melchizedek,,8
"Μελχισεδέκ, ὁ",,Melchisedek,Melchizedek,3198,9
"μεμβράνα, -ης, ἡ",,membrana,"parchment, parchment leaf",3200,1
μέμφομαι,,memphomai,"find fault with, blame, censure",3201,2
"μεμψίμοιρος, -ον",,mempsimoiros,"dissatisfied, finding fault, discontented, complaining",3202,1
μέν,,men,"on one hand, indeed",3303,194
"Μεννά, ὁ",,Menna,Menna,,1
μενοῦν,,menoun,"rather, on the contrary",,1
μενοῦνγε,,menounge,"on the contrary, indeed, nay rather",3304,2
μέντοι,,mentoi,"yet, however, indeed",3305,8
μένω,,menō,"remain, stay, abide",3306,118
μερίζω,,merizō,"divide, part, share",3307,14
"μέριμνα, -ης, ἡ",,merimna,"care, anxiety, worry",3308,6
μεριμνάω,,merimnaō,"be anxious, distracted, am anxious",3309,19
"μερίς, -ίδος, ἡ",,meris,"part, portion",3310,5
"μερισμός, -οῦ, ὁ",,merismos,"division, distribution, separation",3311,2
"μεριστής, -οῦ, ὁ",,meristēs,"divider, arbitrator, distributor",3312,1
"μέρος, -ους, τό",,meros,"part, portion",3313,43
"μεσημβρία, -ας, ἡ",,mesēmbria,"midday, noon, south, South",3314,2
μεσιτεύω,,mesiteuō,"guarantee, mediate, interpose",3315,1
"μεσίτης, -ου, ὁ",,mesitēs,"mediator, go-between",3316,6
"μεσονύκτιον, -ου, τό",,mesonuktion,midnight,3317,4
"Μεσοποταμία, -ας, ἡ",,Mesopotamia,Mesopotamia,3318,2
"μέσος, -η, -ον",,mesos,"middle, in the midst, in the middle",3319,58
"μεσότοιχον, -ου, τό",,mesotoichon,"middle wall, dividing wall, partition wall",3320,1
"μεσουράνημα, -τος, τό",,mesouranēma,"zenith, midheaven, middle of heaven",3321,3
μεσόω,,mesoō,"be in the middle, in the midst, am in the middle",3322,1
"Μεσσίας, -ου, ὁ",Μεσσίας,Messias,"Messiah, Anointed One",3323,2
"μεστός, -ή, -όν",,mestos,full,3324,9
μεστόω,,mestoō,fill,3325,1
μετά,"μετ᾽, μεθ᾽",meta,"with {+gen}, after {+acc}",3326,472
μεταβαίνω,,metabainō,"depart, leave, remove, pass over",3327,12
μεταβάλλομαι,,metaballomai,"change one's mind, turn about",,
μεταβάλλω,,metaballō,"change, change my mind",3328,1
μετάγω,,metagō,"guide, direct, turn about, change the position of",3329,2
μεταδίδωμι,,metadidōmi,"give a share of, share, impart",3330,5
"μετάθεσις, -εως, ἡ",,metathesis,"change, removal, transformation",3331,3
μεταίρω,,metairō,"go away, depart, change my position, remove",3332,2
μετακαλέομαι,,metakaleomai,"invite, summon, call",,
μετακαλέω,,metakaleō,send for,3333,4
μετακινέω,,metakineō,"shift, remove, move away, dislodge",3334,1
μεταλαμβάνω,,metalambanō,"partake of, share, share in",3335,6
"μετάλημψις, -εως, ἡ",,metalēmpsis,sharing,,1
"μετάληψις, -εως, ἡ",,metalēpsis,"participation, sharing in",3336,1
μεταλλάσσω,,metallassō,"exchange, change, transform, alter",3337,2
μεταμέλομαι,,metamelomai,"regret, repent, change my mind",3338,6
μεταμορφόομαι,,metamorphoomai,"transform, transfigure",,
μεταμορφόω,,metamorphoō,"change the form, transform",3339,4
μετανοέω,,metanoeō,"repent, change my mind",3340,34
"μετάνοια, -ας, ἡ",,metanoia,"repentance, change of mind",3341,24
μεταξύ,,metaxu,"between, after, meanwhile, afterwards",3342,9
μεταπέμπομαι,,metapempomai,"send after, summon",,
μεταπέμπω,,metapempō,"send for, summon",3343,8
μεταστρέφω,,metastrephō,"change, turn (about), distort, turn, corrupt, pervert",3344,3
μετασχηματίζω,,metaschēmatizō,"transform, disguise, change the outward appearance, transfigure, adapt",3345,5
μετατίθημι,,metatithēmi,"transfer, change, desert",3346,6
μετατρέπω,,metatrepō,turn around,,1
μετέπειτα,,metepeita,afterwards,3347,1
μετέχω,,metechō,"partake of, share in, participate in, share",3348,8
μετεωρίζομαι,,meteōrizomai,"be anxious, worried, am anxious",3349,1
"μετοικεσία, -ας, ἡ",,metoikesia,"change of abode, deportation, migration",3350,4
μετοικίζω,,metoikizō,"remove to another place of habitation, resettle, transport, cause to migrate",3351,2
"μετοχή, -ῆς, ἡ",,metochē,"sharing, partnership, fellowship",3352,1
"μέτοχος, -ου, ὁ",,metochos,"partaker, partner, sharer",3353,6
μετρέω,,metreō,"measure, estimate",3354,11
"μετρητής, -οῦ, ὁ",,metrētēs,"liquid measure, measure, amphora",3355,1
μετριοπαθέω,,metriopatheō,"moderate one's feelings, deal gently, bear gently with, have compassion",3356,1
μετρίως,,metriōs,"moderately, somewhat, greatly",3357,1
"μέτρον, -ου, τό",,metron,"measure, measuring rod",3358,14
"μέτωπον, -ου, τό",,metōpon,forehead,3359,8
μέχρι,,mechri,"until, as far as {+gen}",3360,17
μή,,mē,"not, no, lest",3361,1029
μήγε,,mēge,otherwise (used in the phrase εἰ δὲ μήγε),1490,8
μηδαμῶς,,mēdamōs,"by no means, no, not at all",3365,2
μηδέ,,mēde,"but not, nor, not even, and not",3366,58
μηδείς,,mēdeis,"no one, nothing",3367,91
μηδέποτε,,mēdepote,"never, not at any time",3368,1
μηδέπω,,mēdepō,not yet,3369,1
"Μῆδος, -ου, ὁ",,Mēdos,Mede,3370,1
μηκέτι,,mēketi,no longer,3371,21
"μῆκος, -ους, τό",,mēkos,length,3372,3
μηκύνω,,mēkunō,"lengthen, grow",3373,1
"μῆλον, τό",,mēlon,"apple, tree fruit",,
"μηλωτή, -ῆς, ἡ",,mēlōtē,sheepskin,3374,1
"μήν, ὁ",,mēn,"month, certainly","3375, 3376",19
μηνύω,,mēnuō,"make known, report, inform, reveal",3377,4
μήποτε,,mēpote,"never, lest at any time, lest",3379,25
μήπω,,mēpō,not yet,3380,2
μήπως,,mēpōs,"lest in any way, lest perhaps",3381,12
"μηρός, -οῦ, ὁ",,mēros,thigh,3382,1
μήτε,,mēte,"neither, nor, not even",3383,36
"μήτηρ, -τρος, ἡ",,mētēr,mother,3384,85
μήτι,,mēti,"interrogative particle expecting a negative answer, if not, unless",3385,20
μήτιγε,,mētige,"let alone, much less, much more",3386,1
μήτις,,mētis,any,3387,
"μήτρα, -ας, ἡ",,mētra,womb,3388,2
"μητραλῴας, -ου, ὁ",,mētralōas,matricide,3389,1
"μητρολῴας, -ου, ὁ",,mētrolōas,"one who murders his mother, matricide",,
μιαίνω,,miainō,"stain, defile, pollute",3392,5
"μίασμα, -τος, τό",,miasma,"shameful deed, misdeed, crime, pollution, defilement",3393,1
"μιασμός, -οῦ, ὁ",,miasmos,"defilement, corruption, act of pollution",3394,1
"μίγμα, -τος, τό",,migma,"mixture, compound",3395,1
μίγνυμι,,mignumi,"mix, mingle",3396,4
"μικρόν, -ου, τό",,mikron,"little, little while",3397,
"μικρός, -ά, -όν",,mikros,"small, little",3398,45
"Μίλητος, -ου, ἡ",,Milētos,Miletus,3399,3
"μίλιον, -ου, τό",,milion,"mile, Roman mile",3400,1
μιμέομαι,,mimeomai,"imitate, emulate",3401,4
"μιμητής, -οῦ, ὁ",,mimētēs,imitator,3402,6
μιμνήσκω,"μιμνῄσκομαι, μιμνῄσκω, μιμνήσκω",mimnēskō,"remember, recall",3403,23
"Μίνως, -ος, ὁ",,Minōs,Minos,,
"Μινώταυρος, -ος, ὁ",,Minōtauros,Minotaur,,
μισέω,,miseō,"hate, detest",3404,41
"μισθαποδοσία, -ας, ἡ",,misthapodosia,"recompense, reward, due punishment",3405,3
"μισθαποδότης, -ου, ὁ",,misthapodotēs,rewarder,3406,1
"μίσθιος, -ου, ὁ",,misthios,"day laborer, hired servant, paid worker",3407,2
"μισθός, -οῦ, ὁ",,misthos,"wages, reward",3408,29
μισθόω,,misthoō,"hire, hire out, engage",3409,2
"μίσθωμα, -τος, τό",,misthōma,"what is rented, rented house",3410,1
